BlobID, InImage_ID, Source_folder, Source_filename, Out_folder, Out_filename, Center_x, Center_y, Area, Eccentricity, Majoraxis_length, Minoraxis_length, Min_max_ratio, Equi_diameter, Orientation, Extent, Perimeter, Band_1_W_450.00, Band_2_W_454.00, Band_3_W_458.00, Band_4_W_462.00, Band_5_W_466.00, Band_6_W_470.00, Band_7_W_474.00, Band_8_W_478.00, Band_9_W_482.00, Band_10_W_486.00, Band_11_W_490.00, Band_12_W_494.00, Band_13_W_498.00, Band_14_W_502.00, Band_15_W_506.00, Band_16_W_510.00, Band_17_W_514.00, Band_18_W_518.00, Band_19_W_522.00, Band_20_W_526.00, Band_21_W_530.00, Band_22_W_534.00, Band_23_W_538.00, Band_24_W_542.00, Band_25_W_546.00, Band_26_W_550.00, Band_27_W_554.00, Band_28_W_558.00, Band_29_W_562.00, Band_30_W_566.00, Band_31_W_570.00, Band_32_W_574.00, Band_33_W_578.00, Band_34_W_582.00, Band_35_W_586.00, Band_36_W_590.00, Band_37_W_594.00, Band_38_W_598.00, Band_39_W_602.00, Band_40_W_606.00, Band_41_W_610.00, Band_42_W_614.00, Band_43_W_618.00, Band_44_W_622.00, Band_45_W_626.00, Band_46_W_630.00, Band_47_W_634.00, Band_48_W_638.00, Band_49_W_642.00, Band_50_W_646.00, Band_51_W_650.00, Band_52_W_654.00, Band_53_W_658.00, Band_54_W_662.00, Band_55_W_666.00, Band_56_W_670.00, Band_57_W_674.00, Band_58_W_678.00, Band_59_W_682.00, Band_60_W_686.00, Band_61_W_690.00, Band_62_W_694.00, Band_63_W_698.00, Band_64_W_702.00, Band_65_W_706.00, Band_66_W_710.00, Band_67_W_714.00, Band_68_W_718.00, Band_69_W_722.00, Band_70_W_726.00, Band_71_W_730.00, Band_72_W_734.00, Band_73_W_738.00, Band_74_W_742.00, Band_75_W_746.00, Band_76_W_750.00, Band_77_W_754.00, Band_78_W_758.00, Band_79_W_762.00, Band_80_W_766.00, Band_81_W_770.00, Band_82_W_774.00, Band_83_W_778.00, Band_84_W_782.00, Band_85_W_786.00, Band_86_W_790.00, Band_87_W_794.00, Band_88_W_798.00, Band_89_W_800.00, Species, Class_label
927,46,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0046.tif,343.7862549,326.2282715,569,0.821105966,34.85632706,19.89514732,0.570775782,26.9160417,2.905807556,0.749670619,96.91168725,746.9050967,704.7135325,830.6924429,863.599297,855.9525483,893.8892794,913.943761,896.4692443,876.5254833,864.7469244,880.8435852,924.6502636,955.0913884,866.7961336,814.4481547,804.6379613,811.1827768,905.3181019,995.4622144,987.7223199,1062.481547,1114.674868,1132.884007,1219.244288,4554.655536,1655.952548,1261.390158,1179.082601,1097.44464,1017.83304,1018.019332,1111.207381,1094.207381,990.0544815,1351.077329,1468.855888,2456.558875,2655.673111,2698.038664,2469.97188,2264.045694,2049.249561,1916.439367,1788.1529,1740.41652,1717.968366,1669.829525,1618.318102,1558.630931,1490.414763,1345.753954,1293.794376,1217.871705,1106.917399,1088.500879,1117.808436,1060.813708,1000.101933,982.0615114,1058.158172,1066.202109,1025.606327,1018.186292,1035.678383,1002.789104,965.9771529,912.1704745,857.7803163,837.3725835,791.8594025,749.6695958,718.8980668,692.2038664,676.771529,669.4340949,662.2688928,657.7082601,652.9841828,653.2460457,656.9578207,652.4639719,639.6801406,638.2442882,639.1616872,635.4639719,638.3743409,633.9876977,633.8453427,633.2829525,2,1
928,47,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0047.tif,719.6618652,281.2301941,566,0.756801854,32.20041656,21.04762077,0.653644363,26.84499175,0.39826652,0.702233251,94.91168749,717.3498233,690.0300353,793.5830389,821.4416961,821.9293286,844.5300353,863.0300353,858.9787986,838.540636,830.0830389,855.0706714,894.7526502,917.3833922,837.2985866,793.4982332,784.4646643,784.745583,874.7597173,952.1819788,952.2173145,1008.911661,1059.628975,1088.719081,1208.25265,3878.431095,1535.355124,1200.696113,1125.545936,1057.475265,990.4911661,994.8551237,1061.745583,1034.05477,958.8162544,1237.537102,1490.118375,2308.685512,2464.853357,2531.501767,2298.701413,2121.85689,1944.613074,1806.69258,1688.595406,1661.616608,1659.660777,1600.736749,1564.507067,1504.473498,1423.706714,1292.79682,1248.908127,1183.234982,1069.079505,1051.335689,1090.932862,1029.69788,969.0141343,958.6289753,1033.022968,1045.19258,998.2173145,994.6413428,1006.295053,979.4911661,938.9487633,893.2667845,836.0318021,813.4929329,771.0141343,732.0159011,698.6819788,673.7632509,663.1254417,654.5459364,652.1289753,645.0971731,640.6855124,643.7491166,645.5070671,638.2208481,630.7367491,629.9416961,630.2031802,625.2243816,629.5035336,627.0706714,624.0706714,621.95053,2,1
929,48,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0048.tif,157.4109497,212.2904663,649,0.878551485,40.47584534,19.33319283,0.47764766,28.7459991,0.281749061,0.693376068,106.3259008,732.8551618,697.1587057,911.5932203,967.422188,960.4252696,1007.365177,1015.542373,1005.171032,967.7442219,966.2927581,1008.476117,1065.152542,1105.067797,957.0200308,890.9044684,871.174114,889.5377504,1046.100154,1151.325116,1134.283513,1203.557781,1262.653313,1317.436055,1535.083205,5466.399076,1988.6302,1502.323575,1377.493066,1256.451464,1169.890601,1165.130971,1286.003082,1252.397535,1110.172573,1513.020031,1940.713405,3145.494607,3339.919877,3356.998459,3084.453005,2775.902928,2540.565485,2358.525424,2215.403698,2125.540832,2095.488444,2040.428351,1950.892142,1855.878274,1736.688752,1544.16641,1467.303544,1366.588598,1213.123267,1208.09245,1262.086287,1166.966102,1083.171032,1082.935285,1168.459168,1179.684129,1119.195686,1096.836672,1112.12943,1068.915254,1026.174114,966.2850539,887.1432974,861.6117103,809.8628659,749.7996918,715.8906009,687.0939908,668.5100154,658.0077042,653.5947612,647.0061633,640.5885978,645.7257319,647.7642527,639.5238829,628.8397535,626.4684129,628.5069337,626.248074,623.8489985,622.146379,621.6656394,620.5331279,2,1
930,49,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0049.tif,544.2526245,192.3219299,719,0.851040775,41.09161758,21.57719231,0.525099609,30.25655685,0.425957836,0.670083877,107.4974737,737.7538248,696.550765,836.27121,873.891516,865.5479833,886.9137691,887.8567455,879.5382476,865.6801113,871.1682893,891.394993,923.2837274,941.3727399,854.3018081,808.2392211,794.5006954,812.8275382,912.6258693,979.8539638,963.2503477,1010.606398,1062.346314,1086.445063,1236.631433,4257.45758,1612.428373,1237.346314,1136.810848,1045.972184,984.0375522,987.7858136,1081.03338,1074.824757,986.9429764,1284.944367,1506.363004,2320.374131,2424.648122,2435.936022,2233.998609,2073.261474,1927.981919,1825.333797,1740.870654,1704.077886,1669.279555,1610.065369,1539.23783,1471.026426,1389.504868,1261.289291,1211.518776,1158.05007,1060.662031,1054.034771,1089.257302,1034.913769,978.7566064,969.4534075,1025.783032,1034.034771,988.1043115,968.5994437,975.6425591,951.9624478,913.6133519,874.0458971,826.7510431,816.6230876,770.4436718,735.2336579,707.8205841,683.1682893,666.5493741,655.0528512,649.7552156,647.6954103,643.6564673,647.2100139,645.8011127,642.0570236,632.9666203,631.3240612,636.3379694,631.294854,631.9095967,632.240612,629.891516,628.8428373,2,1
931,50,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0050.tif,417.3971863,189.9623566,571,0.815586421,34.35240555,19.87751389,0.578635282,26.96330432,0.494071909,0.686298077,95.25483322,736.0297723,696.9877408,867.1838879,925.7355517,925.3345009,950.2574431,970.4658494,959.2119089,938.7548161,937.3607706,978.1943958,1028.649737,1058.541156,930.41331,868.6584939,859.2521891,874.9019264,1018.809107,1112.908932,1098.043783,1156.425569,1204.985989,1237.963222,1440.774081,5672.108581,1984.849387,1463.607706,1332.805604,1214.921191,1109.162872,1116.390543,1233.057793,1242.281961,1093.47986,1538.809107,1806.441331,2940.58669,3131.67951,3140.816112,2824.805604,2577.1331,2367.879159,2203.553415,2092.590193,2009.7338,1993.837128,1919.763573,1844.415061,1739.197898,1650.112084,1469.576182,1393.362522,1315.721541,1180.788091,1175.078809,1214.602452,1146.984238,1073.343257,1056.467601,1142.206655,1147.817863,1099.779335,1073.793345,1082.831874,1035.252189,994.1103327,939.0770578,874.2329247,862.1488616,807.7495622,758.3450088,724.4325744,696.2732049,678.9964974,666.9369527,662.8721541,657.1593695,653.0735552,653.8704028,657.4903678,650.3222417,640.1050788,637.9299475,638.8844133,639.3940455,637.849387,636.9649737,634.4518389,636.1366025,2,1
932,51,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0051.tif,486.8189392,185.7790527,454,0.61531079,26.12390327,20.59307098,0.788284613,24.04268607,0.114264425,0.731078905,85.25483298,747.1321586,701.0814978,888.284141,954.839207,937.9162996,961.8700441,977.3171806,972.2268722,952.438326,960.0792952,998.0550661,1046.070485,1084.731278,941.4273128,882.7995595,862.376652,894.0903084,1038.830396,1138.711454,1112.568282,1181.169604,1251.517621,1285.702643,1472.10793,5985.933921,2086.803965,1511.253304,1384.566079,1255.563877,1146.385463,1158.845815,1298.345815,1281.676211,1156.665198,1624.268722,1946.213656,3219.73348,3343.160793,3374.028634,3082.988987,2783.310573,2532.834802,2385.792952,2246.237885,2167.898678,2127.812775,2060.438326,1983.929515,1867.753304,1749.508811,1576.601322,1474.295154,1398.654185,1248.792952,1251.524229,1281.259912,1225.570485,1129.288546,1126.585903,1223.162996,1208.19163,1155.123348,1121.185022,1132.178414,1090.378855,1036.35022,980.9008811,907.7048458,896.9955947,835.0220264,775.4955947,741.7951542,705.2488987,684.4493392,675.4801762,667.9823789,661.3127753,656.3590308,657.5660793,662.5110132,653.3546256,643.0110132,641.4185022,640.9405286,637.530837,643.80837,638.6365639,638.6762115,638.407489,2,1
933,52,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0052.tif,796.6444092,185.5561523,671,0.895196696,42.36950684,18.88287163,0.445671263,29.22915898,0.54889035,0.573504274,109.6396092,704.5737705,682.7213115,797.6542474,815.928465,817.4068554,835.3636364,846.1266766,841.2131148,823.7153502,822.1251863,841.8450075,877.6005961,891.1326379,814.9701937,778.4292101,768.6527571,777.9105812,868.6438152,914.8107303,917.3845007,959.7928465,1008.490313,1040.815201,1201.444113,3307.010432,1430.587183,1159.405365,1081.76155,1007.865872,961.2071535,959.2503726,1046.204173,1011.575261,938.6482861,1146.263785,1536.657228,2201.33383,2303.147541,2313.368107,2130.57228,1974.4307,1828.101341,1721.812221,1638.289121,1595.81073,1606.926975,1563.870343,1504.098361,1440.859911,1367.230999,1238.010432,1197.098361,1129.177347,1036.254844,1034.850969,1073.718331,998.7779434,938.7898659,939.8166915,1002.867362,1008.830104,967.6542474,951.7123696,961.4113264,933.342772,899.7436662,853.2041729,806.7421759,796.4217586,748.2921013,718.242921,697.9433681,670.1818182,654.4411326,648.9254844,647.6527571,638.071535,634.8584203,636.9314456,639.4769001,633.4769001,623.6482861,621.6184799,622.6959762,624.7868852,621.4307004,620.9627422,620.4262295,619.9374069,2,1
934,53,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0053.tif,305.061554,176.9645538,652,0.879426936,40.90848541,19.47382545,0.47603389,28.81236164,0.33146908,0.642998028,110.811182,726.3205521,694.4171779,838.4892638,875.2407975,871.5306748,898.1211656,895.0920245,899.4064417,875.7822086,879.6641104,899.3297546,941.1671779,962.053681,862.2300613,813.4294479,802.8726994,814.5322086,926.202454,993.2806748,981.3251534,1030.380368,1070.386503,1089.170245,1256.992331,4299.168712,1632.929448,1250.97546,1147.430982,1060.421779,1000.927914,987.3190184,1080.326687,1071.139571,978.5797546,1286.845092,1526.342025,2346.087423,2466.503067,2475.257669,2254.723926,2085.792945,1939.935583,1805.733129,1709.165644,1681.266871,1652.636503,1597.245399,1529.831288,1468.579755,1386.564417,1253.214724,1194.504601,1144.156442,1040.849693,1030.567485,1073.421779,1011.953988,947.7239264,952.398773,1015.231595,1012.08589,971.7223926,951.5996933,960.5828221,939.5797546,894.2883436,862.4815951,815.0567485,802.101227,762.8021472,724.309816,700.7039877,678.3312883,663.654908,657.5398773,650.9478528,645.8282209,642.3957055,645.9800613,646.5935583,638.7331288,631.7009202,631.5490798,634.047546,630.1411043,631.3757669,629.6119632,629.5306748,629.4601227,2,1
935,54,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0054.tif,898.1235962,161.8146057,499,0.784656614,31.14417458,19.30722809,0.61993064,25.20608127,1.624548904,0.820723684,85.94112492,705.3927856,691.6052104,883.6553106,922.1162325,938.3587174,981.6332665,990.0440882,991.4148297,963.4288577,972.0941884,1002.360721,1068.531062,1093.168337,958.1342685,897.2144289,878.4108216,901.0761523,1063.87976,1115.861723,1126.252505,1207.59519,1269.052104,1324.973948,1705.593186,4792.771543,1946.951904,1531.026052,1437.875752,1302.645291,1218.002004,1230.795591,1366.623246,1264.442886,1175.39479,1510.034068,2317.751503,3324.671343,3487.91984,3487.589178,3170.61523,2863.8998,2637.749499,2425.066132,2281.468938,2201.813627,2171.164329,2126.703407,2045.947896,1947.807615,1843.492986,1626.218437,1550.851703,1447.076152,1282.43487,1284.076152,1346.727455,1230.268537,1130.807615,1126.861723,1230.288577,1226.801603,1159.062124,1137.603206,1152.07014,1103.511022,1050.132265,976.3146293,900.0280561,878.3887776,821.0541082,753.7635271,721.9659319,690.3747495,674.488978,664.1743487,657.5370741,650.9579158,645.3326653,650.8356713,650.0801603,640.49499,631.8236473,633.8557114,631.1763527,630.9779559,628.8076152,627.4268537,626.1803607,625.9378758,2,1
936,55,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0055.tif,178.8885345,148.6742554,651,0.885264546,41.69392014,19.39133453,0.465087823,28.79025779,0.980268917,0.6,105.9827547,746.2534562,709.7204301,947.5791091,1012.877112,1008.90169,1048.290323,1058.22427,1051.006144,1025.030722,1022.3702,1070.03533,1138.506912,1175.889401,1004.410138,933.9431644,912.078341,937.9923195,1121.996928,1229.12596,1210.328725,1284.285714,1352.596006,1398.924731,1712.344086,6196.039939,2242.394777,1666.671275,1519.096774,1360.75576,1258.116743,1255.572965,1413.660522,1364.199693,1235.195084,1672.400922,2260.984639,3615.791091,3786.112135,3815.50384,3444.857143,3133.095238,2872.926267,2675.64977,2484.339478,2412.817204,2386.076805,2291.889401,2193.706605,2055.026114,1901.150538,1688.875576,1600.62212,1499.004608,1320.97235,1313.674347,1378.362519,1278.620584,1182.815668,1172.741935,1264.614439,1275.577573,1198.387097,1166.175115,1183.539171,1135.883257,1075.061444,1003.033794,922.3087558,903.0660522,838.5652842,774.7096774,736.7788018,700.5668203,683.078341,670.4869432,662.8924731,648.2242704,649.3072197,654.202765,654.5499232,646.0506912,631.5053763,633.1075269,633.8049155,630.4639017,632.9923195,629.4869432,630.7296467,629.6482335,2,1
937,56,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0056.tif,674.2540283,131.4046478,520,0.703558759,29.69042778,21.09911919,0.71063709,25.73100393,1.3942643,0.787878788,84.18376565,722.8153846,692.9057692,852.9557692,895.4115385,885.8576923,908.6942308,919.4634615,919.1519231,899.2192308,894.7096154,932.1269231,977.9711538,1003.8,884.6192308,841.7288462,824.7538462,846.6057692,969.4846154,1038.063462,1018.619231,1069.094231,1123.759615,1179.394231,1381.061538,4474.146154,1737.809615,1333.567308,1243.267308,1136.719231,1069.75,1053.919231,1178.913462,1154.686538,1057.388462,1351.371154,1799.992308,2707.653846,2831.511538,2818.282692,2576.623077,2346.975,2171.85,2045.594231,1931.394231,1883.007692,1863.603846,1801.988462,1736.211538,1638.175,1539.661538,1378.930769,1322.921154,1250.832692,1136.419231,1130.165385,1169.109615,1107.773077,1035.559615,1033.563462,1110.176923,1119.430769,1054.036538,1034.671154,1040.619231,1008.680769,966.0692308,914.2192308,847.5730769,837.7807692,792.4692308,740.2519231,709.1884615,690.5903846,668.8634615,659.9019231,654.5615385,648.4403846,641.8576923,648.3480769,648.9942308,642.3192308,638.3903846,631.4846154,633.3961538,630.7038462,632.2115385,629.9519231,629.8346154,628.2057692,2,1
938,57,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0057.tif,252.5483704,140.2790985,722,0.90371659,45.28663254,19.38862038,0.428131201,30.31961331,2.932646361,0.683712121,117.9827551,724.9072022,694,820.2756233,854,840.3725762,859.7313019,867.2936288,862.8379501,843.2299169,845.1689751,866.0152355,897.7963989,904.4196676,827.5581717,789.1191136,775.9459834,789.5623269,880.7590028,935.8365651,929.16759,966.0401662,1010.674515,1040.975069,1200.536011,3591.127424,1473.333795,1155.800554,1085.289474,1005.369806,945.3573407,942.3933518,1025.177285,1004.811634,939.9833795,1173.245152,1436.533241,2119.288089,2213.301939,2224.3241,2058.247922,1902.842105,1788.606648,1695.135734,1619.962604,1569.50831,1551.770083,1490.404432,1439.304709,1368.6759,1294.903047,1175.234072,1132.950139,1080.995845,1000.987535,992.0817175,1031.595568,977.7049861,926.6315789,920.2423823,973.7188366,973.434903,932.7603878,916.533241,928.9072022,906.0207756,867.1495845,830.6551247,795.034626,786.066482,749.5886427,711.9764543,687.9307479,669.4930748,655.8157895,648.6440443,645.0969529,641.8185596,634.7867036,637.8531856,643.3891967,635.498615,629.3753463,627.2686981,626.8199446,627.265928,627.6911357,626.5387812,627.1218837,626.2091413,2,1
939,58,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0058.tif,619.8873291,129.6650238,503,0.762175363,30.39018631,19.67371368,0.647370618,25.30690599,0.209294684,0.737536657,91.25483322,734.6083499,702.1232604,829.0119284,856.640159,849.3280318,866.8409543,869.3300199,870.4393638,860.0616302,858.3081511,882.2763419,917.8151093,920.6023857,841.1272366,802.2425447,791.7594433,806.5904573,901.7037773,953.6898608,953.9264414,1003.532803,1054.081511,1090.38171,1262.373757,3923.733598,1573.620278,1228.622266,1133.701789,1039.936382,983.9343936,984.9463221,1086.017893,1066.526839,981.638171,1245.075547,1550.898608,2279.530815,2362.932406,2382.506958,2220.564612,2063.365805,1933.383698,1828.656064,1758.753479,1688.465209,1669.811133,1596.029821,1515.793241,1441.298211,1363.687873,1230.942346,1184.506958,1134.357853,1046.502982,1033.713718,1082.534791,1023.125249,962.1033797,959.5646123,1017.151093,1015.44334,967.1928429,951.1172962,945.6421471,935.7017893,899.7455268,857.0775348,813.1530815,806.3379722,764.2425447,727.7157058,704.3399602,679.0238569,666.0437376,654.5487078,650.9005964,646.0178926,641.1212724,644.44334,646.8270378,638.7693837,633.7594433,629.916501,633.1610338,631.0576541,628.5506958,629.4532803,629.6878728,631.1570577,2,1
940,59,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0059.tif,186.3901978,114.5368958,321,0.701323631,23.87205124,17.01702499,0.712843016,20.21657473,1.984345829,0.713333333,71.69848418,724.6635514,703.3956386,859.9190031,888.5545171,877.6760125,886.8006231,902.7570093,896.2897196,886.1183801,890.3333333,910.576324,946.6760125,945.4423676,851.7445483,807.9376947,804.0280374,813.1433022,929.6884735,973.3956386,960.6168224,1023.161994,1077.741433,1124.906542,1315.196262,3874.915888,1586.196262,1245.688474,1165.82243,1071.523364,1008.844237,1003.17757,1110.682243,1079.333333,1000.286604,1271.676012,1659.165109,2466.772586,2559.149533,2579.034268,2335.741433,2209.380062,2038.109034,1922.373832,1843.140187,1796.906542,1775.130841,1684.76324,1622.663551,1542.043614,1432.722741,1300.76947,1250.436137,1189.190031,1098.657321,1097.657321,1122.492212,1060.545171,1002.971963,991.2523364,1059.965732,1065.626168,992.2180685,984.3551402,998.6604361,971.2866044,926.9003115,887.4454829,832.258567,815.5015576,774.2149533,735.588785,702.7694704,679.1339564,662.1993769,653.2429907,650.6542056,645.0249221,640.8971963,645.1464174,644.0186916,636.046729,630.4080997,627.305296,630.1152648,624.8286604,630.7165109,627.9283489,626.0529595,627.5233645,2,1
941,60,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0060.tif,840.2258911,85.24120331,398,0.64011306,24.84499741,19.08793259,0.768280724,22.51109368,0.166672888,0.796,74.18376565,698.4899497,691.3894472,852.9170854,890.4623116,887.201005,918.0753769,915.3492462,915.7613065,910.9773869,912.9120603,943.0778894,994.3743719,1002.798995,889.1356784,844.3040201,838.2336683,860.8693467,995.1306533,1038.326633,1036.655779,1102.721106,1161.728643,1218.61809,1559.188442,4160.748744,1772.957286,1391.030151,1301.545226,1180.859296,1108.296482,1127.987437,1245.723618,1176.680905,1093.711055,1400.580402,2080.753769,2943.562814,3031.072864,3024.801508,2753.361809,2528.168342,2327.658291,2194.78392,2079.535176,1997.781407,1985.183417,1925.711055,1847.550251,1741.336683,1628.369347,1462.125628,1397.698492,1317.128141,1197.505025,1194.542714,1237.082915,1150.371859,1072.927136,1063.61809,1147.374372,1133.635678,1078.997487,1058.552764,1068.429648,1028.266332,979.9145729,926.4899497,857.6859296,846.4145729,795.4321608,742.4296482,708.0829146,681.7738693,667.5527638,656.7035176,654.3015075,645.9321608,644.2613065,646.4095477,645.7487437,638.8291457,631.6909548,633.9020101,633.5728643,629.3592965,628.6180905,629.7688442,628.8266332,627.2512563,2,1
942,61,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,022__Live____LI_Live_Hali_032117_250-9-2_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,022__Live____LI_Live_Hali_032117_250-9-2_546nm__0061.tif,736.4561768,62.84025574,483,0.746924202,29.44760704,19.57998466,0.664909194,24.79868343,2.301541631,0.688034188,88.32590055,728.1925466,709.989648,917.0600414,963.1138716,950.4285714,975.9461698,981.6873706,975.5590062,967.6977226,976.805383,1017.213251,1055.621118,1072.343685,944.4906832,894.5010352,881.2650104,908.8115942,1067.101449,1129.225673,1112.848861,1193.600414,1264.349896,1345.674948,1690.879917,5171.668737,2028.666667,1543.47205,1403.190476,1270.871636,1199.329193,1201.343685,1370.252588,1302.482402,1201.219462,1543.679089,2268.52588,3295.097308,3443.140787,3422.351967,3143.372671,2900.333333,2674.057971,2492.52795,2390.542443,2291.956522,2249.625259,2156.47412,2055.910973,1931.279503,1787.830228,1602.443064,1530.782609,1446.666667,1300.173913,1308.198758,1377.648033,1261.612836,1172.492754,1160.879917,1257.867495,1250.432712,1164.461698,1136.310559,1154.111801,1114.022774,1047.559006,990.9213251,918.3747412,906.1966874,840.1407867,788.0414079,739.884058,711.7929607,688.1097308,674.6024845,667.0910973,658.5672878,654.6169772,656.4803313,663.5983437,653.2008282,644.047619,639.5362319,644.7867495,641.320911,642.7080745,637.2877847,638.989648,638.2070393,2,1
943,1,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,023__Live____SA_Live_Hali_032117_250-9-1_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,023__Live____SA_Live_Hali_032117_250-9-1_546nm__0001.tif,806.8482056,965.3793335,320,0.607114824,21.72348213,17.26178551,0.794614114,20.18506018,2.844596929,0.765550239,66.52691138,663.259375,666.003125,836.2625,830.653125,812.15,827.76875,837.153125,851.471875,831.153125,816.790625,823.271875,843.9125,859.14375,783.565625,758.7875,742.69375,752.475,809.7375,835.859375,835.228125,878.196875,931.290625,956.121875,1161.153125,2656.728125,1209.175,984.09375,945.996875,914.4,902.909375,924.26875,1006.771875,936.278125,875.7125,1045.196875,1335.346875,1848.425,2010.571875,2101.446875,2000.65625,1855.921875,1715.453125,1589.940625,1456.690625,1398.4875,1340.24375,1334.796875,1333.75625,1281.246875,1268.2375,1192.925,1174.446875,1120.790625,1024.0375,1026.35,1054.05,966.3,894.89375,886.496875,921.865625,929.5,895.19375,895.309375,915.565625,912.271875,877.55,837.16875,786.375,768.203125,722.621875,682.36875,652.78125,632.240625,625.759375,620.246875,620.575,615.93125,612.6125,619.1625,621.615625,611.3125,603.246875,608.615625,608.346875,606.25625,602.025,597.7875,598.31875,594.421875,3,1
